ID,Dutch_Orig,English_gloss,High_Language_HL,Contemporary_Equiv_HL,Low_Language_LL,Contemporary_Equiv_LL,Remarks_Split,Remarks_Category,Remarks_Orig,pagenum
144,Mes,knife,e-aw,e’a,pieko-pieko,—,"LL: unclear, but maybe from piko-piko as a borrowing from Malay pisau-pisau ‘knives’",Rm_LL,"HL: Kähler p. 22 ea’au ‘knife’
LL: unclear, but maybe from piko-piko as a borrowing from Malay pisau-pisau ‘knives’
ME: e’a ‘knife’ (cf. e’au ‘my knife’)",17
144,Mes,knife,e-aw,e’a,pieko-pieko,—,ME: e’a ‘knife’ (cf. e’au ‘my knife’),Rm_Contemporary_Enggano_Translation,"HL: Kähler p. 22 ea’au ‘knife’
LL: unclear, but maybe from piko-piko as a borrowing from Malay pisau-pisau ‘knives’
ME: e’a ‘knife’ (cf. e’au ‘my knife’)",17
145,Kladie,taro,oh-dohpoh,udėp,poekiah,—,HL: Kähler p. 281 e’udopo ‘taro (tuber)’,Rm_HL,"HL: Kähler p. 281 e’udopo ‘taro (tuber)’
LL: Kähler p. 257 epoke’a ‘taro’ (Colocasia esculenta or Colocasia antiquorum, cf. de Clerq 1909:207 epokejak-kejak, Heyne 1927:451 epoh kèak, references in Kähler), not recognized by Milson and Engga, instead suggested apuk ‘pull out’, cf. also Kähler p. 265 pũkã ‘grow rampant’
ME: udėp ‘taro’ (generic), ka’pũk ‘grow rampant’",17
145,Kladie,taro,oh-dohpoh,udėp,poekiah,—,"LL: Kähler p. 257 epoke’a ‘taro’ (Colocasia esculenta or Colocasia antiquorum, cf. de Clerq 1909:207 epokejak-kejak, Heyne 1927:451 epoh kèak, references in Kähler), not recognized by Milson and Engga, instead suggested apuk ‘pull out’, cf. also Kähler p. 265 pũkã ‘grow rampant’",Rm_LL,"HL: Kähler p. 281 e’udopo ‘taro (tuber)’
LL: Kähler p. 257 epoke’a ‘taro’ (Colocasia esculenta or Colocasia antiquorum, cf. de Clerq 1909:207 epokejak-kejak, Heyne 1927:451 epoh kèak, references in Kähler), not recognized by Milson and Engga, instead suggested apuk ‘pull out’, cf. also Kähler p. 265 pũkã ‘grow rampant’
ME: udėp ‘taro’ (generic), ka’pũk ‘grow rampant’",17
145,Kladie,taro,oh-dohpoh,udėp,poekiah,—,"ME: udėp ‘taro’ (generic), ka’pũk ‘grow rampant’",Rm_Contemporary_Enggano_Translation,"HL: Kähler p. 281 e’udopo ‘taro (tuber)’
LL: Kähler p. 257 epoke’a ‘taro’ (Colocasia esculenta or Colocasia antiquorum, cf. de Clerq 1909:207 epokejak-kejak, Heyne 1927:451 epoh kèak, references in Kähler), not recognized by Milson and Engga, instead suggested apuk ‘pull out’, cf. also Kähler p. 265 pũkã ‘grow rampant’
ME: udėp ‘taro’ (generic), ka’pũk ‘grow rampant’",17
146,Sabel,saber,poeroe takka,(pur kak),kikoêmak-kah,,HL: Kähler puru etaka ‘kill a person’,Rm_HL,"HL: Kähler puru etaka ‘kill a person’
LL: unclear, not recoganized by Milson and Engga
ME: pur kak ‘kill a person’",17
146,Sabel,saber,poeroe takka,(pur kak),kikoêmak-kah,,"LL: unclear, not recoganized by Milson and Engga",Rm_LL,"HL: Kähler puru etaka ‘kill a person’
LL: unclear, not recoganized by Milson and Engga
ME: pur kak ‘kill a person’",17
146,Sabel,saber,poeroe takka,(pur kak),kikoêmak-kah,,ME: pur kak ‘kill a person’,Rm_Contemporary_Enggano_Translation,"HL: Kähler puru etaka ‘kill a person’
LL: unclear, not recoganized by Milson and Engga
ME: pur kak ‘kill a person’",17
147,Vijl,file,kah-kohleah,kakorea,,,ME: kakorea ‘nail file’,Rm_Contemporary_Enggano_Translation,"Kähler p. 103 eka’a ukoreã͜o ‘file’ (lit.: mouth + k.o. bird’) 
ME: kakorea ‘nail file’",17
147,Vijl,file,kah-kohleah,kakorea,,,Kähler p. 103 eka’a ukoreã͜o ‘file’ (lit.: mouth + k.o. bird’) ,Rm_Kahler,"Kähler p. 103 eka’a ukoreã͜o ‘file’ (lit.: mouth + k.o. bird’) 
ME: kakorea ‘nail file’",17
148,Bijl,"axe,cleaver",kèha,keh,behioe,bohi’,HL: Kähler p. 130 ekehe ‘hatchet’,Rm_HL,"HL: Kähler p. 130 ekehe ‘hatchet’
LL: Kähler p. 29 ebohe ‘spear, lance’, here perhaps ebohe’u ‘my spear’
ME: keh ‘axe, cleaver’ (cf. kehe’ ‘my axe’)
ME: boh ‘spear, lance’ (cf. bohi’ ‘my spear’)",17
148,Bijl,"axe,cleaver",kèha,keh,behioe,bohi’,"LL: Kähler p. 29 ebohe ‘spear, lance’, here perhaps ebohe’u ‘my spear’",Rm_LL,"HL: Kähler p. 130 ekehe ‘hatchet’
LL: Kähler p. 29 ebohe ‘spear, lance’, here perhaps ebohe’u ‘my spear’
ME: keh ‘axe, cleaver’ (cf. kehe’ ‘my axe’)
ME: boh ‘spear, lance’ (cf. bohi’ ‘my spear’)",17
148,Bijl,"axe,cleaver",kèha,keh,behioe,bohi’,"ME: keh ‘axe, cleaver’ (cf. kehe’ ‘my axe’)",Rm_Contemporary_Enggano_Translation,"HL: Kähler p. 130 ekehe ‘hatchet’
LL: Kähler p. 29 ebohe ‘spear, lance’, here perhaps ebohe’u ‘my spear’
ME: keh ‘axe, cleaver’ (cf. kehe’ ‘my axe’)
ME: boh ‘spear, lance’ (cf. bohi’ ‘my spear’)",17
148,Bijl,"axe,cleaver",kèha,keh,behioe,bohi’,"ME: boh ‘spear, lance’ (cf. bohi’ ‘my spear’)",Rm_Contemporary_Enggano_Translation,"HL: Kähler p. 130 ekehe ‘hatchet’
LL: Kähler p. 29 ebohe ‘spear, lance’, here perhaps ebohe’u ‘my spear’
ME: keh ‘axe, cleaver’ (cf. kehe’ ‘my axe’)
ME: boh ‘spear, lance’ (cf. bohi’ ‘my spear’)",17
149,Ring,ring,kalihah-apah,karea’eap,,,"ME: karoe’eap~karoa’eap~kara’uap ‘finger ring’, but karoa’ cannot be synchronically analysed",Rm_Contemporary_Enggano_Translation,"Kähler p. 126 ekarixai u’apo ‘finger ring’, related to ekarixa ‘ear’
ME: karoe’eap~karoa’eap~kara’uap ‘finger ring’, but karoa’ cannot be synchronically analysed",17
149,Ring,ring,kalihah-apah,karea’eap,,,"Kähler p. 126 ekarixai u’apo ‘finger ring’, related to ekarixa ‘ear’",Rm_Kahler,"Kähler p. 126 ekarixai u’apo ‘finger ring’, related to ekarixa ‘ear’
ME: karoe’eap~karoa’eap~kara’uap ‘finger ring’, but karoa’ cannot be synchronically analysed",17
150,Oor-verciersel,earring,,,kenènèh-ka-rika,(kinenek karix),"LL: unclear, but perhaps literally ‘the ear is torn’, cf. Kähler p. 202 kinẽnẽkĩ ‘tear’ 202 + p. ekarixa ‘ear’",Rm_LL,"starting from here, the original list is wrongly arranged, the HL should be placed under ‘coral’
LL: unclear, but perhaps literally ‘the ear is torn’, cf. Kähler p. 202 kinẽnẽkĩ ‘tear’ 202 + p. ekarixa ‘ear’
ME: kinenek karix ‘the ear is torn’, but normally ka’hõp karix ‘the ear has a hole’ (cf. Kähler p. 83 ehopa uadehəa ukarixa ‘hole in the earlobe’)",18
150,Oor-verciersel,earring,,,kenènèh-ka-rika,(kinenek karix),"ME: kinenek karix ‘the ear is torn’, but normally ka’hõp karix ‘the ear has a hole’ (cf. Kähler p. 83 ehopa uadehəa ukarixa ‘hole in the earlobe’)",Rm_Contemporary_Enggano_Translation,"starting from here, the original list is wrongly arranged, the HL should be placed under ‘coral’
LL: unclear, but perhaps literally ‘the ear is torn’, cf. Kähler p. 202 kinẽnẽkĩ ‘tear’ 202 + p. ekarixa ‘ear’
ME: kinenek karix ‘the ear is torn’, but normally ka’hõp karix ‘the ear has a hole’ (cf. Kähler p. 83 ehopa uadehəa ukarixa ‘hole in the earlobe’)",18
150,Oor-verciersel,earring,,,kenènèh-ka-rika,(kinenek karix),"starting from here, the original list is wrongly arranged, the HL should be placed under ‘coral’",Rm_Others,"starting from here, the original list is wrongly arranged, the HL should be placed under ‘coral’
LL: unclear, but perhaps literally ‘the ear is torn’, cf. Kähler p. 202 kinẽnẽkĩ ‘tear’ 202 + p. ekarixa ‘ear’
ME: kinenek karix ‘the ear is torn’, but normally ka’hõp karix ‘the ear has a hole’ (cf. Kähler p. 83 ehopa uadehəa ukarixa ‘hole in the earlobe’)",18
151,Koralen,coral,mané-mané,—,,,HL: from Malay manik-manik ‘beads for adornment made from corals’,Rm_HL,HL: from Malay manik-manik ‘beads for adornment made from corals’,18
152,Koperdraad,copper wire,khalé-leah,,,,"not recognized by Milson and Engga, Kähler p. 129 ekededea ‘copper’",Rm_Others,"not recognized by Milson and Engga, Kähler p. 129 ekededea ‘copper’",18
153,IJzer,iron,aw,,,,"This is the same word as for ‘knife’, see therė",Rm_Others,"This is the same word as for ‘knife’, see therė",18
154,Piek,pike,kha-ioh,,,,ME: ka’ai ‘spear’ (cf. ka’yo’ ‘my spear’),Rm_Contemporary_Enggano_Translation,"Kähler p. 105 eka’ã͜i’io ‘spear, lance, war’
ME: ka’ai ‘spear’ (cf. ka’yo’ ‘my spear’)",18
154,Piek,pike,kha-ioh,,,,"Kähler p. 105 eka’ã͜i’io ‘spear, lance, war’",Rm_Kahler,"Kähler p. 105 eka’ã͜i’io ‘spear, lance, war’
ME: ka’ai ‘spear’ (cf. ka’yo’ ‘my spear’)",18
155,Schild,shield,khie-ah,,,,"unclear, not recognized by Milson and Engga, perhaps a verb with another meaning, cf. Kähler p. 154 kiu ‘protect oneself, find shelter, hide’",Rm_Others,"unclear, not recognized by Milson and Engga, perhaps a verb with another meaning, cf. Kähler p. 154 kiu ‘protect oneself, find shelter, hide’",18
156,,,roh-roh,,,,"It is unclear what this word is the translation for, not recognized by Milson and Engga",Rm_Others,"It is unclear what this word is the translation for, not recognized by Milson and Engga",18
157,Klapperwater,coconut juice,bé-poh,,,,ME: be po ‘coconut water’,Rm_Contemporary_Enggano_Translation,"Kähler p. 26 ebē upō ‘coconut water’ (lit. ‘coconut sap’) 
ME: be po ‘coconut water’",18
157,Klapperwater,coconut juice,bé-poh,,,,Kähler p. 26 ebē upō ‘coconut water’ (lit. ‘coconut sap’) ,Rm_Kahler,"Kähler p. 26 ebē upō ‘coconut water’ (lit. ‘coconut sap’) 
ME: be po ‘coconut water’",18
158,"Kist, doos","box, case",oebah-dobah,—,,,"unclear, not recognized by Milson and Engga, Kähler does not have a word for ‘box’, first element looks like uba ‘house’, second element like dobu ‘thing’, i.ė ‘house-thing’?",Rm_Others,"unclear, not recognized by Milson and Engga, Kähler does not have a word for ‘box’, first element looks like uba ‘house’, second element like dobu ‘thing’, i.ė ‘house-thing’?",18
159,Schaar,scissors,éhèhlèh,—,,,"unclear, not recognized by Milson and Engga, Kähler only has p. 252 eĩpĩnĩẽpaĩnĩ ‘scissors, pliers’",Rm_Others,"unclear, not recognized by Milson and Engga, Kähler only has p. 252 eĩpĩnĩẽpaĩnĩ ‘scissors, pliers’",18
160,Bamboe,bambu,abèhah,abeh,,,ME: abeh ‘bamboo’,Rm_Contemporary_Enggano_Translation,"Kähler p. 3 e(’)abeha ‘bamboo’
ME: abeh ‘bamboo’",18
160,Bamboe,bambu,abèhah,abeh,,,Kähler p. 3 e(’)abeha ‘bamboo’,Rm_Kahler,"Kähler p. 3 e(’)abeha ‘bamboo’
ME: abeh ‘bamboo’",18
161,Niboeng,"palm tree, k.o.",eh-fah,’ẽp,,,ME: ’ẽp (cf.’ẽpe’ ‘my nibung tree’),Rm_Contemporary_Enggano_Translation,"Kähler p. 58 e’ẽpõ ‘nibung tree’
ME: ’ẽp (cf.’ẽpe’ ‘my nibung tree’)",18
161,Niboeng,"palm tree, k.o.",eh-fah,’ẽp,,,Kähler p. 58 e’ẽpõ ‘nibung tree’,Rm_Kahler,"Kähler p. 58 e’ẽpõ ‘nibung tree’
ME: ’ẽp (cf.’ẽpe’ ‘my nibung tree’)",18
162,Bladeren (boom),leaves (tree),toeroe,pur(du)~pururu,,,ME: pur(du)~pururu ‘leaf’,Rm_Contemporary_Enggano_Translation,"the t is probably a misspelling/misreading of f, cf. Kähler p. 267 epuru(dui) ‘leaf’
ME: pur(du)~pururu ‘leaf’",18
162,Bladeren (boom),leaves (tree),toeroe,pur(du)~pururu,,,"the t is probably a misspelling/misreading of f, cf. Kähler p. 267 epuru(dui) ‘leaf’",Rm_Others,"the t is probably a misspelling/misreading of f, cf. Kähler p. 267 epuru(dui) ‘leaf’
ME: pur(du)~pururu ‘leaf’",18
163,Wortelen (boom),roots (tree),apoh,,,,ME: ’ẽãp ‘root’,Rm_Contemporary_Enggano_Translation,"Kähler p. 19 eapũ ‘root of a plant’
ME: ’ẽãp ‘root’",18
163,Wortelen (boom),roots (tree),apoh,,,,Kähler p. 19 eapũ ‘root of a plant’,Rm_Kahler,"Kähler p. 19 eapũ ‘root of a plant’
ME: ’ẽãp ‘root’",18
164,Spijker,nail,poh-koh,,,,"unclear, maybe borrowed from Malay paku ‘nail’",Rm_Others,"unclear, maybe borrowed from Malay paku ‘nail’",18
165,Distel (gereedschap),adze (tool),,,,,unclear,Rm_Others,unclear,19
166,Hamer,hammer,pekah-kah,epakaka,,,ME: ?epakaka ‘hammer’,Rm_Contemporary_Enggano_Translation,"Kähler p. 116 epakaka’ã͜i ‘hammer’
ME: ?epakaka ‘hammer’",19
166,Hamer,hammer,pekah-kah,epakaka,,,Kähler p. 116 epakaka’ã͜i ‘hammer’,Rm_Kahler,"Kähler p. 116 epakaka’ã͜i ‘hammer’
ME: ?epakaka ‘hammer’",19
167,Hout,wood,koeoh,,,,ME: ku,Rm_Contemporary_Enggano_Translation,ME: ku,19
168,Vischnet,fishnet,khaboh,,,,ME: kab (eai) ‘jaring ikan’,Rm_Contemporary_Enggano_Translation,ME: kab (eai) ‘jaring ikan’,19
169,Werpnet,casting net,poeka-poeka,,,,ME: puke ‘pukat’ (jaring),Rm_Contemporary_Enggano_Translation,ME: puke ‘pukat’ (jaring),19
170,Riem,belt,hordjie,,,,ME: kudi’,Rm_Contemporary_Enggano_Translation,ME: kudi’,19
171,Zeil,sail,maneh-neh,,,,Kähler dayar,Rm_Kahler,"PM not recognized
Kähler dayar",19
171,Zeil,sail,maneh-neh,,,,PM not recognized,Rm_Others,"PM not recognized
Kähler dayar",19
172,Hals-verciersel,neck ring,khi-kah,,,,ME: kĩk,Rm_Contemporary_Enggano_Translation,ME: kĩk,19
173,Naald,needle,koh-ie,,,,ME: kuh ‘jarum untuk ranjau dari nibung / spiky booby trap’,Rm_Contemporary_Enggano_Translation,ME: kuh ‘jarum untuk ranjau dari nibung / spiky booby trap’,19
174,Naaijen,sew,oh-koh,,,,"ME: not used anymore, maybe from koh-ie",Rm_Contemporary_Enggano_Translation,"ME: not used anymore, maybe from koh-ie",19
175,Anker,anchor,pahoe,,,,PM not recognized,Rm_Others,PM not recognized,19
176,Regen,rain,eboh-koelie djèbéh (water van boven),,,,bė .kur tep ‘water from above’,Rm_Others,bė .kur tep ‘water from above’,19
177,Wind,wind,kie-oeh,,,,ME: ki,Rm_Contemporary_Enggano_Translation,ME: ki,19
178,Weerlicht,lightning,eloh-ahbah,,,,ME: doap ‘lightning’,Rm_Contemporary_Enggano_Translation,ME: doap ‘lightning’,19
179,Donder,thunder,la-hoe,,,,ME: daoh ‘thunder’,Rm_Contemporary_Enggano_Translation,ME: daoh ‘thunder’,19
180,Veel,many,mohkoh,,,,ME: mėk,Rm_Contemporary_Enggano_Translation,ME: mėk,19
181,Weinig,little,kehi-mamah,,,,"ME: ba’ki ‘sedikit’, Kähler p. 397",Rm_Contemporary_Enggano_Translation,"ME: ba’ki ‘sedikit’, Kähler p. 397",19
182,Duur,"expensive, length",mokkoh-lie,,,,"ME: mė’ ka’ėr ‘yang mahal’ / mėk yėr ‘a lot of prices’ (not used in ME, but in Kähler 382 mõkõ eodi",Rm_Contemporary_Enggano_Translation,"ME: mė’ ka’ėr ‘yang mahal’ / mėk yėr ‘a lot of prices’ (not used in ME, but in Kähler 382 mõkõ eodi",19
183,Zwaarlijvig,fat,mokko-kera-aha,,,,ME: *mėk karah ‘lit.: banyak badan’ (harusnya amuh karah ‘besar badan) ,Rm_Contemporary_Enggano_Translation,"ME: *mėk karah ‘lit.: banyak badan’ (harusnya amuh karah ‘besar badan) 
now used kã’ãũ ‘fat’",19
183,Zwaarlijvig,fat,mokko-kera-aha,,,,now used kã’ãũ ‘fat’,Rm_Others,"ME: *mėk karah ‘lit.: banyak badan’ (harusnya amuh karah ‘besar badan) 
now used kã’ãũ ‘fat’",19
184,Mager,lean,kanie-kanie-kera-aha,,,,*nu’ik / nu’ karah ‘little body’,Rm_Others,*nu’ik / nu’ karah ‘little body’,19
185,Hard,hard,makoekoh,,,,ME: not recognized?,Rm_Contemporary_Enggano_Translation,"ME: not recognized?
ME: ka’ok ‘keras’",19
185,Hard,hard,makoekoh,,,,ME: ka’ok ‘keras’,Rm_Contemporary_Enggano_Translation,"ME: not recognized?
ME: ka’ok ‘keras’",19
186,Zacht,soft,kalileh,,,,ME: karer ‘soft’,Rm_Contemporary_Enggano_Translation,ME: karer ‘soft’,19
187,Mooi,beautiful,khi-ho-ie,,,,ME: ka’u ‘beautiful’,Rm_Contemporary_Enggano_Translation,ME: ka’u ‘beautiful’,19
188,Leelijk,ugly,mahenah,,,,ME: kibob ‘buruk’,Rm_Contemporary_Enggano_Translation,ME: kibob ‘buruk’,19
189,Zeer leelijk,"ugly, very",mokkoh-mahenah,,,,not recognized by PM,Rm_Others,not recognized by PM,20
190,Rond,round,kenahie-niah,,,,kabubu/kadidih ‘bulat’,Rm_Others,"kabubu/kadidih ‘bulat’
PM doesn’t recognize",20
190,Rond,round,kenahie-niah,,,,PM doesn’t recognize,Rm_Others,"kabubu/kadidih ‘bulat’
PM doesn’t recognize",20
191,Vierkant,square,ke-di apoh,,,,< segi aop ‘four corners’ or kadidi aop ‘four round’,Rm_Others,< segi aop ‘four corners’ or kadidi aop ‘four round’,20
192,Hoog,high,ènoh,,,,"ME: a’inu’ (panjang), but a’ikin ‘tinggi’ now used in ME",Rm_Contemporary_Enggano_Translation,"ME: a’inu’ (panjang), but a’ikin ‘tinggi’ now used in ME",20
193,Lang,long,koe-oh,,,,ME: ka’kuė’ ‘too short / tanggung’ (in comparison),Rm_Contemporary_Enggano_Translation,ME: ka’kuė’ ‘too short / tanggung’ (in comparison),20
194,Goed,good,kha-oewah,,,,ME: ka’o ‘baik’ / ka’owar ‘sembuh’,Rm_Contemporary_Enggano_Translation,ME: ka’o ‘baik’ / ka’owar ‘sembuh’,20
195,Slecht,bad,kio-haie,,,,ME: ke’ya’u ‘tidak bagus’,Rm_Contemporary_Enggano_Translation,ME: ke’ya’u ‘tidak bagus’,20
196,Zuur,sour,hia-mèh,,,,"ME: kihiam ‘pedas, gatal’",Rm_Contemporary_Enggano_Translation,"ME: kihiam ‘pedas, gatal’",20
197,Bitter,bitter,kioha-mèh,,,,ME: has kadėhai ‘bitter’,Rm_Contemporary_Enggano_Translation,ME: has kadėhai ‘bitter’,20
198,Zout,salt(y),piemonie,,,,ME: ‘not sweet?’ (kiep...) / ke’ ya’mün ‘sweet’,Rm_Contemporary_Enggano_Translation,ME: ‘not sweet?’ (kiep...) / ke’ ya’mün ‘sweet’,20
199,Spoedig,soon,ma-aboe,,,,ME: not recognized by PM,Rm_Contemporary_Enggano_Translation,ME: not recognized by PM,20
200,Hoeveel,how many?,api-ka,,,,ME: apiah?,Rm_Contemporary_Enggano_Translation,ME: apiah?,20
201,Alles,everything,khidrah,,,,ME: kiarda ‘all’,Rm_Contemporary_Enggano_Translation,ME: kiarda ‘all’,20
202,Hoelang geleden,how long ago?,apêha-no-oi,,,,ME: apiah yabėrėb yi i’ĩe’?,Rm_Contemporary_Enggano_Translation,ME: apiah yabėrėb yi i’ĩe’?,20
203,Lang,long,ènoh,,,,ME: hobuėr ‘sudah lama’,Rm_Contemporary_Enggano_Translation,ME: hobuėr ‘sudah lama’,20
204,Breed,wide,poh-horah,,,,ME: a’ipoh,Rm_Contemporary_Enggano_Translation,ME: a’ipoh,20
205,Groot,big,kakoekah,,,,ME: amuh ‘big’,Rm_Contemporary_Enggano_Translation,ME: amuh ‘big’,20
206,Klein,small,koh niekieh,,noe-ie-kie,,ME: nu’ik ‘kecil’ / kapah kah nu’ik ‘little children’,Rm_Contemporary_Enggano_Translation,ME: nu’ik ‘kecil’ / kapah kah nu’ik ‘little children’,20
207,Dapper,brave,é-boek,,,,?,Rm_Others,?,20
208,Een,one,kaihie,,,,ME: kahai’,Rm_Contemporary_Enggano_Translation,ME: kahai’,20
209,Twee,two,adoeah,,,,ME: aru,Rm_Contemporary_Enggano_Translation,ME: aru,20
210,Drie,three,akoh-loe,,,,ME: akėr,Rm_Contemporary_Enggano_Translation,ME: akėr,20
211,Vier,four,oepah,,,,ME: aob,Rm_Contemporary_Enggano_Translation,ME: aob,20
212,Vijf,five,aliebah,,,,ME: arib,Rm_Contemporary_Enggano_Translation,ME: arib,20
213,Zes,six,kai-kinah,,,,ME: akiakin,Rm_Contemporary_Enggano_Translation,ME: akiakin,20
214,Zeven,seven,aliebah-adoea,,,,ME: arib he aru,Rm_Contemporary_Enggano_Translation,ME: arib he aru,20
215,Acht,eight,opah ijoepah,,,,ME: kipa’iop / apa’iop,Rm_Contemporary_Enggano_Translation,ME: kipa’iop / apa’iop,20
216,Negen,nine,aliebah ijoepah,,,,ME: kaba kahai’,Rm_Contemporary_Enggano_Translation,ME: kaba kahai’,20
217,Tien,ten,kapoeloe,,,,ME: kipä’äũ’,Rm_Contemporary_Enggano_Translation,ME: kipä’äũ’,20
218,Elf,eleven,kapoeloe kaihie,,,,ME: kipä’äũ’ i kaha’i,Rm_Contemporary_Enggano_Translation,ME: kipä’äũ’ i kaha’i,20
219,Twaalf,twelve,kapoeloe adoeah,,,,,Rm_Others,,21
220,Dertien,thirteen,kapoeloe akoh-loe,,,,,Rm_Others,,21
221,Veertien,fouteen,kapoeloe oepah,,,,,Rm_Others,,21
222,Vijftien,fifteen,kapoeloe aliebah,,,,,Rm_Others,,21
223,Zestien,sixteen,kapoeloe kai-kinah,,,,,Rm_Others,,21
224,Zeventien,seventeen,kapoeloe aliebah-adoea,,,,,Rm_Others,,21
225,Achttien,eighteen,kapoeloe opah ijoepah,,,,,Rm_Others,,21
226,Negentien,nineteen,kapoeloe aliebah ijoepah,,,,,Rm_Others,,21
227,Twintig,twenty,kaihie takkah,,,,ME: kahai’ kak,Rm_Contemporary_Enggano_Translation,ME: kahai’ kak,21
228,Dertig,thirty,kaihie takkah kapoeloeh,,,,ME: kahai’ kak kipã’ãũ’,Rm_Contemporary_Enggano_Translation,ME: kahai’ kak kipã’ãũ’,21
229,Veertig,forty,adoeah takkah,,,,ME: aru kak,Rm_Contemporary_Enggano_Translation,ME: aru kak,21
230,Vijftig,fifty,adoeah takkah kaihie poeloeh,,,,ME: aru kak kipã’ãũ’,Rm_Contemporary_Enggano_Translation,ME: aru kak kipã’ãũ’,21
231,Zestig,sixty,akohloe takkah,,,,ME: akėr kak,Rm_Contemporary_Enggano_Translation,"ME: akėr kak
ME: akėr kak kipã’ãũ’
ME: aob kak",21
231,Zestig,sixty,akohloe takkah,,,,ME: akėr kak kipã’ãũ’,Rm_Contemporary_Enggano_Translation,"ME: akėr kak
ME: akėr kak kipã’ãũ’
ME: aob kak",21
231,Zestig,sixty,akohloe takkah,,,,ME: aob kak,Rm_Contemporary_Enggano_Translation,"ME: akėr kak
ME: akėr kak kipã’ãũ’
ME: aob kak",21
232,Honderd,hundred,halibah-takkah,,,,ME: arib kak / kahai’ ratuh,Rm_Contemporary_Enggano_Translation,ME: arib kak / kahai’ ratuh,21
233,Duizend,thousand,kapoeloe takkah,,,,ME: kaha’i dibu,Rm_Contemporary_Enggano_Translation,ME: kaha’i dibu,21
234,Hoe is uw naam?,What’s your name?,ha-nia-moe?,Ha niem?,,,"Kähler: Haĩ nĩə mũ?, literally ‘who is your name?’",Rm_Kahler,"Kähler: Haĩ nĩə mũ?, literally ‘who is your name?’",21
235,Van waar komt gij?,Where do you come from?,koeloe-ia-oh,Kur i’iah ė'?,,,"Kähler: Kude i’íaha ’o’o?, literally ‘From where are you?’",Rm_Kahler,"Kähler: Kude i’íaha ’o’o?, literally ‘From where are you?’",21
236,Kom hier,come here!,adeh-waij dje-éh,Are ite!; Awa ite!,,,"Kähler: Are’e ... ite’e!, literally ‘Come hither here’; the construction is unclear",Rm_Kahler,"Kähler: Are’e ... ite’e!, literally ‘Come hither here’; the construction is unclear",21
237,Blijf daar,stay there!,kaiama djidjah (ohbea djidjidah),Kah ... idit!,,,"Kähler: Kā ... itíta!, literally ‘Go there!’; the word iama is unclear, but there is also amā ‘go away!’",Rm_Kahler,"Kähler: Kā ... itíta!, literally ‘Go there!’; the word iama is unclear, but there is also amā ‘go away!’
ėbi/obi idit ‘you be there’",22
237,Blijf daar,stay there!,kaiama djidjah (ohbea djidjidah),Kah ... idit!,,,ėbi/obi idit ‘you be there’,Rm_Others,"Kähler: Kā ... itíta!, literally ‘Go there!’; the word iama is unclear, but there is also amā ‘go away!’
ėbi/obi idit ‘you be there’",22
238,Gaat spoedig,go soon!,ma-akoe kehedie,—,,,"Kähler: ... kixedi! (< hedi ‘walk along the beach’), [1st word unclear]",Rm_Kahler,"Kähler: ... kixedi! (< hedi ‘walk along the beach’), [1st word unclear]",22
239,Verwijder u!,move!,kahi-ah,Kahai i’iah? / (ė) ka’ai,,,ME: Kahai i’iah? ‘Where are you going?’ / ė ka’ai ‘you go out’,Rm_Contemporary_Enggano_Translation,"Kähler: Kahá̃͜e eíaha!, literally ‘Go the place’ [2nd word not sure] 
ME: Kahai i’iah? ‘Where are you going?’ / ė ka’ai ‘you go out’",22
239,Verwijder u!,move!,kahi-ah,Kahai i’iah? / (ė) ka’ai,,,"Kähler: Kahá̃͜e eíaha!, literally ‘Go the place’ [2nd word not sure] ",Rm_Kahler,"Kähler: Kahá̃͜e eíaha!, literally ‘Go the place’ [2nd word not sure] 
ME: Kahai i’iah? ‘Where are you going?’ / ė ka’ai ‘you go out’",22
240,Ik heb honger,I’m hungry,oewah hiko,U kõ.,,,ME: U kõ. ‘I am hungry.’,Rm_Contemporary_Enggano_Translation,"Kähler: ’Ua ekō, literally ‘I hunger’, prefix h- unclear 
ME: U kõ. ‘I am hungry.’",22
240,Ik heb honger,I’m hungry,oewah hiko,U kõ.,,,"Kähler: ’Ua ekō, literally ‘I hunger’, prefix h- unclear ",Rm_Kahler,"Kähler: ’Ua ekō, literally ‘I hunger’, prefix h- unclear 
ME: U kõ. ‘I am hungry.’",22
241,Ik wil eten,I want to eat,ika manoh,Ik kah mano.,,,ME: Ik kah mano. ‘We go to eat’,Rm_Contemporary_Enggano_Translation,"Kähler: ’Ika’a mãnō , literally ‘we are eating’, [attested?] 
ME: Ik kah mano. ‘We go to eat’",22
241,Ik wil eten,I want to eat,ika manoh,Ik kah mano.,,,"Kähler: ’Ika’a mãnō , literally ‘we are eating’, [attested?] ",Rm_Kahler,"Kähler: ’Ika’a mãnō , literally ‘we are eating’, [attested?] 
ME: Ik kah mano. ‘We go to eat’",22
242,Ik wil slapen,I want to sleep,ika bahoea,Ik kah ba’ueh.,,,ME: Ik kah ba’ueh. ‘We go to sleep’,Rm_Contemporary_Enggano_Translation,"Kähler: ’Ika’a ba’úehe, literally ‘we are sleeping’, [attested?] 
ME: Ik kah ba’ueh. ‘We go to sleep’",22
